data,ticker,abertura,fechamento,maxima,minima,volume,variacao_pct
2025-12-09 00:00:00-03:00,VALE3,65.66249754961359,66.30867004394531,66.92633610100395,65.4724498012218,23081300,0.05736667945703822
2025-12-10 00:00:00-03:00,VALE3,66.75528353841582,67.52498626708984,67.80056054954433,66.75528353841582,24454800,1.8343245647038708
2025-12-11 00:00:00-03:00,VALE3,67.22090712683953,68.41822814941406,68.76982443179682,66.96434196121602,25687700,1.322831638633848
2025-12-12 00:00:00-03:00,VALE3,67.75,68.61000061035156,68.9800033569336,67.72000122070312,36483700,0.2802943983271522
2025-12-15 00:00:00-03:00,VALE3,68.6500015258789,69.02999877929688,69.38999938964844,68.5,16841700,0.6121529882072929
2025-12-16 00:00:00-03:00,VALE3,69.33000183105469,69.29000091552734,70.02999877929688,69.26000213623047,21953000,0.3766509355762171
2025-12-17 00:00:00-03:00,VALE3,69.63999938964844,70.16999816894531,70.7699966430664,69.44000244140625,29375000,1.2700205538902942
2025-12-18 00:00:00-03:00,VALE3,70.5999984741211,70.3499984741211,71.12000274658203,70.30999755859375,18430200,0.256520321893694
2025-12-19 00:00:00-03:00,VALE3,70.5,70.8499984741211,70.93000030517578,70.37999725341797,37147100,0.7107320694312858
2025-12-22 00:00:00-03:00,VALE3,71.02999877929688,72.91999816894531,73.37000274658203,70.80999755859375,27853000,2.921665122660966
2025-12-23 00:00:00-03:00,VALE3,73.2300033569336,72.9000015258789,73.52999877929688,72.58000183105469,17140900,-0.027422714712743712
2025-12-26 00:00:00-03:00,VALE3,72.86000061035156,73.12000274658203,73.3499984741211,72.62000274658203,16368800,0.30178493291941333
2025-12-29 00:00:00-03:00,VALE3,73.19000244140625,72.12000274658203,73.73999786376953,71.69999694824219,19963700,-1.3676148282786293
2025-12-30 00:00:00-03:00,VALE3,72.5,71.95999908447266,72.83999633789062,71.91000366210938,17085400,-0.22185753745961323
2026-01-02 00:00:00-03:00,VALE3,72.33000183105469,72.37999725341797,72.55000305175781,71.6500015258789,28418900,0.583655050429166
2026-01-05 00:00:00-03:00,VALE3,72.4000015258789,73.12000274658203,73.5,72.30000305175781,24958100,1.0223895015816886
2026-01-06 00:00:00-03:00,VALE3,73.44999694824219,75.87000274658203,75.98999786376953,72.87999725341797,39536600,3.760940777766253
2026-01-07 00:00:00-03:00,VALE3,76.0999984741211,76.27999877929688,77.33999633789062,75.62000274658203,37226100,0.5403928006755043
2025-12-08 00:00:00-03:00,ITUB4,38.50757068344982,38.05778121948242,38.62690236123431,37.837476028693814,40458400,
2025-12-09 00:00:00-03:00,ITUB4,37.97516632080078,37.97516632080078,38.09450160671007,37.38768700731408,24725047,-0.21707754901735266
2025-12-10 00:00:00-03:00,ITUB4,38.04112808660662,38.2740364074707,38.46812095538588,37.740295321496625,25643189,0.7870145561580166
2025-12-11 00:00:00-03:00,ITUB4,38.235214786916934,38.24491882324219,38.58457153356866,38.060534507100634,21275268,-0.07607659646483578
2025-12-12 00:00:00-03:00,ITUB4,38.52634761996743,38.584571838378906,38.875704369379,38.186694906957776,17595593,0.8880997151713199
2025-12-15 00:00:00-03:00,ITUB4,38.99215930637483,39.166839599609375,39.38033604112663,38.72043864243351,17767809,1.5090688673945696
2025-12-16 00:00:00-03:00,ITUB4,38.97275094104132,38.1575813293457,39.02127112603218,38.1575813293457,20379168,-2.5768182487558633
2025-12-17 00:00:00-03:00,ITUB4,37.94408842020923,37.817928314208984,38.176992932395514,37.60443568885582,31625017,-0.8901324541644939
2025-12-18 00:00:00-03:00,ITUB4,37.67236356844935,38.01201629638672,38.099356440823435,37.67236356844935,21898830,0.513216854622911
2025-12-19 00:00:00-03:00,ITUB4,38.186697421648965,38.36137390136719,38.81747889421638,38.03142520303148,35446214,0.9190714911212927
2025-12-22 00:00:00-03:00,ITUB4,38.30315028640872,38.43901062011719,38.54575884224124,38.12846999093983,15858704,0.20238252923270306
2025-12-23 00:00:00-03:00,ITUB4,38.62339276358827,39.069793701171875,39.15713003097484,38.56516473073863,10490138,1.6409971819736802
2025-12-26 00:00:00-03:00,ITUB4,39.00244687666908,39.0824089050293,39.20235766704139,38.692584960942945,12196300,0.032288892933274305
2025-12-29 00:00:00-03:00,ITUB4,39.16237416631758,38.96246337890625,39.25233383000362,38.842518431651904,10657000,-0.30690412767164776
2025-12-30 00:00:00-03:00,ITUB4,39.21234893798828,39.21234893798828,39.652149597791315,39.13238691483361,13764900,0.6413494872023806
2026-01-02 00:00:00-03:00,ITUB4,39.630001068115234,39.150001525878906,39.77000045776367,39.150001525878906,18846800,-0.1589994320615018
2026-01-05 00:00:00-03:00,ITUB4,39.2400016784668,39.720001220703125,40.13999938964844,39.060001373291016,24438700,1.4559378610686347
2026-01-06 00:00:00-03:00,ITUB4,40.09000015258789,39.959999084472656,40.47999954223633,39.959999084472656,21959800,0.6042242104575823
2026-01-07 00:00:00-03:00,ITUB4,39.900001525878906,39.5,39.97999954223633,39.189998626708984,15622100,-1.1511488864157648
